penalty,.iter,.metric,.estimator,mean,n,std_err,.config,model
8.953687066682659e-5,4,ppv,binary,0.38476138193250525,15,0.012091774089175346,Model1,lasso-glove
8.953687066682659e-5,4,precision,binary,0.38476138193250525,15,0.01209177408917534,Model1,lasso-glove
8.953687066682659e-5,4,recall,binary,0.7909475124663717,15,0.014358044313161322,Model1,lasso-glove
8.953687066682659e-5,4,roc_auc,binary,0.932935612093822,15,0.003428555394741529,Model1,lasso-glove
5.043964646459827e-4,12,bal_accuracy,binary,0.8461338967993662,15,0.0069460105081605005,Model1,lasso-glove
5.043964646459827e-4,12,f_meas,binary,0.5161223039705699,15,0.01142180458614894,Model1,lasso-glove
5.043964646459827e-4,12,kap,binary,0.46365775528545794,15,0.011735052838658383,Model1,lasso-glove
5.043964646459827e-4,12,npv,binary,0.9821404563431274,15,0.0014238085328854685,Model1,lasso-glove
5.043964646459827e-4,12,ppv,binary,0.38471904092798875,15,0.011426047839293582,Model1,lasso-glove
5.043964646459827e-4,12,precision,binary,0.38471904092798875,15,0.011426047839293582,Model1,lasso-glove
5.043964646459827e-4,12,recall,binary,0.7926314242251593,15,0.014991222647464565,Model1,lasso-glove
5.043964646459827e-4,12,roc_auc,binary,0.933784718909716,15,0.003184234672063814,Model1,lasso-glove
0.001594659245608959,5,bal_accuracy,binary,0.8462805707370403,15,0.007438923684450845,Model1,lasso-glove
0.001594659245608959,5,f_meas,binary,0.5123129205699268,15,0.012060088869882335,Model1,lasso-glove
0.001594659245608959,5,kap,binary,0.45920093576839205,15,0.012348689384344524,Model1,lasso-glove
0.001594659245608959,5,npv,binary,0.9823619121078161,15,0.0014698561045825005,Model1,lasso-glove
0.001594659245608959,5,ppv,binary,0.38000569274435664,15,0.011893604281295298,Model1,lasso-glove
0.001594659245608959,5,precision,binary,0.38000569274435664,15,0.0118936042812953,Model1,lasso-glove
0.001594659245608959,5,recall,binary,0.7951893332253019,15,0.016033514410241152,Model1,lasso-glove
0.001594659245608959,5,roc_auc,binary,0.9366807510304436,15,0.0028018582812011183,Model1,lasso-glove
0.010321554576777248,15,bal_accuracy,binary,0.8434150486801876,15,0.008440307366889126,Model1,lasso-glove
0.010321554576777248,15,f_meas,binary,0.495946427850041,15,0.011060234042861355,Model1,lasso-glove
0.010321554576777248,15,kap,binary,0.4399857614546839,15,0.011517861555135445,Model1,lasso-glove
0.010321554576777248,15,npv,binary,0.9821944231611143,15,0.0017340114060211485,Model1,lasso-glove
0.010321554576777248,15,ppv,binary,0.3620597893326832,15,0.010920906277480984,Model1,lasso-glove
0.010321554576777248,15,precision,binary,0.3620597893326832,15,0.010920906277480985,Model1,lasso-glove
0.010321554576777248,15,recall,binary,0.7979453134382837,15,0.017862154379982467,Model1,lasso-glove
0.010321554576777248,15,roc_auc,binary,0.933628179183506,15,0.0031241009212146943,Model1,lasso-glove
0.06609405151769676,6,bal_accuracy,binary,0.8039491016246947,15,0.011105258615249657,Model1,lasso-glove
0.06609405151769676,6,f_meas,binary,0.4659982251110048,15,0.01209731416224803,Model1,lasso-glove
0.06609405151769676,6,kap,binary,0.40821601258908907,15,0.012659289516321318,Model1,lasso-glove
0.06609405151769676,6,npv,binary,0.9752745606519881,15,0.0020151687770134145,Model1,lasso-glove
0.06609405151769676,6,ppv,binary,0.347994462780958,15,0.010388355097277919,Model1,lasso-glove
0.06609405151769676,6,precision,binary,0.347994462780958,15,0.010388355097277917,Model1,lasso-glove
0.06609405151769676,6,recall,binary,0.7130786729843913,15,0.0229587725279352,Model1,lasso-glove
0.06609405151769676,6,roc_auc,binary,0.9183364653820713,15,0.004579244316294816,Model1,lasso-glove
0.3738468520662198,13,bal_accuracy,binary,0.5,15,0,Model1,lasso-glove
0.3738468520662198,13,f_meas,binary,0.1353911169646019,10,0.005043461593595616,Model1,lasso-glove
0.3738468520662198,13,kap,binary,0,15,0,Model1,lasso-glove
0.3738468520662198,13,npv,binary,0.9257903494176373,5,0.003993344425956759,Model1,lasso-glove
0.3738468520662198,13,ppv,binary,0.07268091387001731,10,0.0028720681064545073,Model1,lasso-glove
0.3738468520662198,13,precision,binary,0.07268091387001731,10,0.0028720681064545073,Model1,lasso-glove
0.3738468520662198,13,recall,binary,0.6666666666666666,15,0.12598815766974242,Model1,lasso-glove
0.3738468520662198,13,roc_auc,binary,0.5,15,0,Model1,lasso-glove
0.999125853444841,2,bal_accuracy,binary,0.5,15,0,Model1,lasso-glove
0.999125853444841,2,f_meas,binary,0.1353911169646019,10,0.005043461593595616,Model1,lasso-glove
0.999125853444841,2,kap,binary,0,15,0,Model1,lasso-glove
0.999125853444841,2,npv,binary,0.9257903494176373,5,0.003993344425956759,Model1,lasso-glove
0.999125853444841,2,ppv,binary,0.07268091387001731,10,0.0028720681064545073,Model1,lasso-glove
0.999125853444841,2,precision,binary,0.07268091387001731,10,0.0028720681064545073,Model1,lasso-glove
0.999125853444841,2,recall,binary,0.6666666666666666,15,0.12598815766974242,Model1,lasso-glove
0.999125853444841,2,roc_auc,binary,0.5,15,0,Model1,lasso-glove
