mtry,.iter,.metric,.estimator,mean,n,std_err,.config,model
400,2,bal_accuracy,binary,0.77250364960249,10,0.01463561495247201,Model1,rf
400,2,f_meas,binary,0.9643353873669759,10,0.0028622423539596234,Model1,rf
400,2,kap,binary,0.5226209382798492,10,0.036198033198542805,Model1,rf
400,2,npv,binary,0.5430122655122654,10,0.04575208714426991,Model1,rf
400,2,ppv,binary,0.9675855455626947,10,0.003003500678841788,Model1,rf
400,2,precision,binary,0.9675855455626947,10,0.003003500678841787,Model1,rf
400,2,recall,binary,0.9612294974144072,10,0.00450419676775878,Model1,rf
400,2,roc_auc,binary,0.9337175974988021,10,0.006987167281812994,Model1,rf
178,0,bal_accuracy,binary,0.7647564385657363,10,0.01486570628000761,Model2,rf
178,0,f_meas,binary,0.9675329889180532,10,0.0023845054176378846,Model2,rf
178,0,kap,binary,0.5355299949545846,10,0.02909210324984492,Model2,rf
178,0,npv,binary,0.5875211640211639,10,0.038818097915932534,Model2,rf
178,0,ppv,binary,0.9656321449438962,10,0.0037717817230971807,Model2,rf
178,0,precision,binary,0.9656321449438962,10,0.0037717817230971807,Model2,rf
178,0,recall,binary,0.9695770147482419,10,0.0033921638734007832,Model2,rf
178,0,roc_auc,binary,0.9387137284299581,10,0.006643951093803719,Model2,rf
259,0,bal_accuracy,binary,0.7721910247254578,10,0.016694359608000593,Model3,rf
259,0,f_meas,binary,0.9660980033248329,10,0.0028873550972367454,Model3,rf
259,0,kap,binary,0.5336603257161462,10,0.03515067372424198,Model3,rf
259,0,npv,binary,0.5688321508929094,10,0.04444973751469243,Model3,rf
259,0,ppv,binary,0.966787562689305,10,0.004020945507942063,Model3,rf
259,0,precision,binary,0.966787562689305,10,0.004020945507942063,Model3,rf
259,0,recall,binary,0.9655787510980816,10,0.004282980506566315,Model3,rf
259,0,roc_auc,binary,0.9358037740788957,10,0.007017598850405563,Model3,rf
293,0,bal_accuracy,binary,0.7787307681312985,10,0.016215874390775414,Model4,rf
293,0,f_meas,binary,0.9655349846894994,10,0.0028405284261741656,Model4,rf
293,0,kap,binary,0.5362609013373509,10,0.03461554143615365,Model4,rf
293,0,npv,binary,0.5596074391771941,10,0.04432026196765939,Model4,rf
293,0,ppv,binary,0.9679960380867918,10,0.0037263276421310248,Model4,rf
293,0,precision,binary,0.9679960380867918,10,0.0037263276421310243,Model4,rf
293,0,recall,binary,0.9632304304231321,10,0.004197365319513815,Model4,rf
293,0,roc_auc,binary,0.9362675484293711,10,0.006929172170981972,Model4,rf
96,0,bal_accuracy,binary,0.7370887197396084,10,0.012174501014742573,Model5,rf
96,0,f_meas,binary,0.9692111750125202,10,0.0026035665250137576,Model5,rf
96,0,kap,binary,0.5230108531223072,10,0.02676023128606169,Model5,rf
96,0,npv,binary,0.6346790890269149,10,0.03878986647764736,Model5,rf
96,0,ppv,binary,0.961093651793721,10,0.003960172617430912,Model5,rf
96,0,precision,binary,0.961093651793721,10,0.003960172617430918,Model5,rf
96,0,recall,binary,0.9775697890027584,10,0.0029006916092549906,Model5,rf
96,0,roc_auc,binary,0.9391908043020447,10,0.00710139742819404,Model5,rf
