cost,rbf_sigma,.iter,.metric,.estimator,mean,n,std_err,.config,model
0.040409881794645955,1.6136587784892246e-10,0,f_meas,binary,0.9604252283350907,15,0.001236394313687997,Model03,svm-rbf-glove
0.040409881794645955,1.6136587784892246e-10,0,kap,binary,0.06330104200756076,15,0.01846847344052934,Model03,svm-rbf-glove
0.040409881794645955,1.6136587784892246e-10,0,npv,binary,0.32592592592592556,15,0.0698399671194842,Model03,svm-rbf-glove
0.040409881794645955,1.6136587784892246e-10,0,ppv,binary,0.9294933668521463,15,0.002369580702245498,Model03,svm-rbf-glove
0.040409881794645955,1.6136587784892246e-10,0,precision,binary,0.9294933668521463,15,0.0023695807022454966,Model03,svm-rbf-glove
0.040409881794645955,1.6136587784892246e-10,0,recall,binary,0.9935441255781081,15,8.120259553398548e-4,Model03,svm-rbf-glove
0.040409881794645955,1.6136587784892246e-10,0,roc_auc,binary,0.46809930825548246,15,0.09720693301944303,Model03,svm-rbf-glove
0.2615497208061761,5.015960250624425e-8,0,bal_accuracy,binary,0.5192299707228865,15,0.008750930343976013,Model04,svm-rbf-glove
0.2615497208061761,5.015960250624425e-8,0,f_meas,binary,0.9605563687518867,15,0.001259927006947208,Model04,svm-rbf-glove
0.2615497208061761,5.015960250624425e-8,0,kap,binary,0.0567944094459358,15,0.02430426412277592,Model04,svm-rbf-glove
0.2615497208061761,5.015960250624425e-8,0,npv,binary,0.25515873015873003,14,0.06269580449282061,Model04,svm-rbf-glove
0.2615497208061761,5.015960250624425e-8,0,ppv,binary,0.9293450287149464,15,0.0026474714111697096,Model04,svm-rbf-glove
0.2615497208061761,5.015960250624425e-8,0,precision,binary,0.9293450287149464,15,0.002647471411169707,Model04,svm-rbf-glove
0.2615497208061761,5.015960250624425e-8,0,recall,binary,0.9940244752645131,15,0.001114135408387517,Model04,svm-rbf-glove
0.2615497208061761,5.015960250624425e-8,0,roc_auc,binary,0.468096796702338,15,0.09720763083377068,Model04,svm-rbf-glove
17.7663759680299,0.43287917451781294,0,bal_accuracy,binary,0.55328739539441,15,0.005425322555824751,Model05,svm-rbf-glove
17.7663759680299,0.43287917451781294,0,f_meas,binary,0.9636001338344149,15,9.768989663764846e-4,Model05,svm-rbf-glove
17.7663759680299,0.43287917451781294,0,kap,binary,0.1694793698767199,15,0.015909945674021736,Model05,svm-rbf-glove
17.7663759680299,0.43287917451781294,0,npv,binary,0.6447950197950189,15,0.04007145062884629,Model05,svm-rbf-glove
17.7663759680299,0.43287917451781294,0,ppv,binary,0.9341799642103216,15,0.002094177224497412,Model05,svm-rbf-glove
17.7663759680299,0.43287917451781294,0,precision,binary,0.9341799642103217,15,0.002094177224497404,Model05,svm-rbf-glove
17.7663759680299,0.43287917451781294,0,recall,binary,0.9949863993342009,15,7.590837039857764e-4,Model05,svm-rbf-glove
17.7663759680299,0.43287917451781294,0,roc_auc,binary,0.8163068148002318,15,0.009009008200335362,Model05,svm-rbf-glove
0.1507067504618436,0.005462207642553254,0,bal_accuracy,binary,0.8379166135843706,15,0.007460839587345701,Model06,svm-rbf-glove
0.1507067504618436,0.005462207642553254,0,f_meas,binary,0.9260766921539576,15,0.0022783202264576893,Model06,svm-rbf-glove
0.1507067504618436,0.005462207642553254,0,kap,binary,0.4146123122406738,15,0.013813818443573279,Model06,svm-rbf-glove
0.1507067504618436,0.005462207642553254,0,npv,binary,0.33964852173128335,15,0.01305447715263029,Model06,svm-rbf-glove
0.1507067504618436,0.005462207642553254,0,ppv,binary,0.9823627100412661,15,0.0014623042006522097,Model06,svm-rbf-glove
0.1507067504618436,0.005462207642553254,0,precision,binary,0.9823627100412661,15,0.0014623042006522097,Model06,svm-rbf-glove
0.1507067504618436,0.005462207642553254,0,recall,binary,0.8761205333870024,15,0.004650076382146368,Model06,svm-rbf-glove
0.1507067504618436,0.005462207642553254,0,roc_auc,binary,0.9144175687634669,15,0.00516735662608582,Model06,svm-rbf-glove
7.73778672743582,8.736261950664296e-8,0,bal_accuracy,binary,0.5192299707228865,15,0.008750930343976013,Model07,svm-rbf-glove
7.73778672743582,8.736261950664296e-8,0,f_meas,binary,0.9605563687518867,15,0.001259927006947208,Model07,svm-rbf-glove
7.73778672743582,8.736261950664296e-8,0,kap,binary,0.0567944094459358,15,0.02430426412277592,Model07,svm-rbf-glove
7.73778672743582,8.736261950664296e-8,0,npv,binary,0.25515873015873003,14,0.06269580449282061,Model07,svm-rbf-glove
7.73778672743582,8.736261950664296e-8,0,ppv,binary,0.9293450287149464,15,0.0026474714111697096,Model07,svm-rbf-glove
7.73778672743582,8.736261950664296e-8,0,precision,binary,0.9293450287149464,15,0.002647471411169707,Model07,svm-rbf-glove
7.73778672743582,8.736261950664296e-8,0,recall,binary,0.9940244752645131,15,0.001114135408387517,Model07,svm-rbf-glove
7.73778672743582,8.736261950664296e-8,0,roc_auc,binary,0.8637852319411665,15,0.008327261078214397,Model07,svm-rbf-glove
1.9082284176976407,0.16796778702227277,0,bal_accuracy,binary,0.613867138968272,15,0.008088697712618572,Model08,svm-rbf-glove
1.9082284176976407,0.16796778702227277,0,f_meas,binary,0.9645140193655977,15,9.307555215941315e-4,Model08,svm-rbf-glove
1.9082284176976407,0.16796778702227277,0,kap,binary,0.31061820472522883,15,0.018907132264908182,Model08,svm-rbf-glove
1.9082284176976407,0.16796778702227277,0,npv,binary,0.5967344497607656,15,0.025490908975383402,Model08,svm-rbf-glove
1.9082284176976407,0.16796778702227277,0,ppv,binary,0.9427801394081332,15,0.002074086400390307,Model08,svm-rbf-glove
1.9082284176976407,0.16796778702227277,0,precision,binary,0.9427801394081332,15,0.002074086400390293,Model08,svm-rbf-glove
1.9082284176976407,0.16796778702227277,0,recall,binary,0.9873298119494688,15,9.398091439929237e-4,Model08,svm-rbf-glove
1.9082284176976407,0.16796778702227277,0,roc_auc,binary,0.8437135514519422,15,0.00900738181654731,Model08,svm-rbf-glove
0.005781418430196,1.598311367836245e-9,0,bal_accuracy,binary,0.5191696934474193,15,0.008756806734918323,Model09,svm-rbf-glove
0.005781418430196,1.598311367836245e-9,0,f_meas,binary,0.9604958246114242,15,0.0012751383551246479,Model09,svm-rbf-glove
0.005781418430196,1.598311367836245e-9,0,kap,binary,0.05656197504421039,15,0.024326060217976675,Model09,svm-rbf-glove
0.005781418430196,1.598311367836245e-9,0,npv,binary,0.2515873015873014,14,0.0628200085176927,Model09,svm-rbf-glove
0.005781418430196,1.598311367836245e-9,0,ppv,binary,0.929336222566381,15,0.0026494031713986156,Model09,svm-rbf-glove
0.005781418430196,1.598311367836245e-9,0,precision,binary,0.929336222566381,15,0.002649403171398613,Model09,svm-rbf-glove
0.005781418430196,1.598311367836245e-9,0,recall,binary,0.9939039207135788,15,0.0011164000846807809,Model09,svm-rbf-glove
0.005781418430196,1.598311367836245e-9,0,roc_auc,binary,0.46809930825548246,15,0.09720693301944303,Model09,svm-rbf-glove
0.6879492133887724,1.0266162558838742e-4,0,bal_accuracy,binary,0.8485915954856407,15,0.004879105625195179,Model10,svm-rbf-glove
0.6879492133887724,1.0266162558838742e-4,0,f_meas,binary,0.9068871013077001,15,0.0026879862833579975,Model10,svm-rbf-glove
0.6879492133887724,1.0266162558838742e-4,0,kap,binary,0.37252031802409674,15,0.012152620218224098,Model10,svm-rbf-glove
0.6879492133887724,1.0266162558838742e-4,0,npv,binary,0.2977233190050738,15,0.01080024775307281,Model10,svm-rbf-glove
0.6879492133887724,1.0266162558838742e-4,0,ppv,binary,0.9868218055718881,15,0.0010668251940389446,Model10,svm-rbf-glove
0.6879492133887724,1.0266162558838742e-4,0,precision,binary,0.9868218055718881,15,0.0010668251940389537,Model10,svm-rbf-glove
0.6879492133887724,1.0266162558838742e-4,0,recall,binary,0.8391661934821999,15,0.004954823299664869,Model10,svm-rbf-glove
0.6879492133887724,1.0266162558838742e-4,0,roc_auc,binary,0.9309502347547352,15,0.0023498267019980484,Model10,svm-rbf-glove
0.00403189629550602,5.006117470644526e-10,0,bal_accuracy,binary,0.5231881762585125,15,0.010897116107992067,Model11,svm-rbf-glove
0.00403189629550602,5.006117470644526e-10,0,f_meas,binary,0.9600297245289752,15,0.0013407712879178854,Model11,svm-rbf-glove
0.00403189629550602,5.006117470644526e-10,0,kap,binary,0.06325362389906782,15,0.026390665297967027,Model11,svm-rbf-glove
0.00403189629550602,5.006117470644526e-10,0,npv,binary,0.2428571428571429,14,0.05174485193078848,Model11,svm-rbf-glove
0.00403189629550602,5.006117470644526e-10,0,ppv,binary,0.9299880050723675,15,0.0027404357472525496,Model11,svm-rbf-glove
0.00403189629550602,5.006117470644526e-10,0,precision,binary,0.9299880050723676,15,0.002740435747252551,Model11,svm-rbf-glove
0.00403189629550602,5.006117470644526e-10,0,recall,binary,0.992217457957322,15,0.0021849591006959366,Model11,svm-rbf-glove
0.00403189629550602,5.006117470644526e-10,0,roc_auc,binary,0.46809805247891023,15,0.09720728191912162,Model11,svm-rbf-glove
0.00914359953327693,0.016181602301411024,0,bal_accuracy,binary,0.7795752047666468,15,0.008255070463331172,Model12,svm-rbf-glove
0.00914359953327693,0.016181602301411024,0,f_meas,binary,0.9307403512035639,15,0.0012358042343931894,Model12,svm-rbf-glove
0.00914359953327693,0.016181602301411024,0,kap,binary,0.3796873244740766,15,0.012307467312937893,Model12,svm-rbf-glove
0.00914359953327693,0.016181602301411024,0,npv,binary,0.33033740907708703,15,0.011478805959959424,Model12,svm-rbf-glove
0.00914359953327693,0.016181602301411024,0,ppv,binary,0.9714260902885792,15,0.0015830159205240282,Model12,svm-rbf-glove
0.00914359953327693,0.016181602301411024,0,precision,binary,0.9714260902885792,15,0.0015830159205240193,Model12,svm-rbf-glove
0.00914359953327693,0.016181602301411024,0,recall,binary,0.8934353221907212,15,0.0027668935200746755,Model12,svm-rbf-glove
0.00914359953327693,0.016181602301411024,0,roc_auc,binary,0.8496561331116251,15,0.011991928827171509,Model12,svm-rbf-glove
0.1162472298714327,3.5297644785070286e-6,0,bal_accuracy,binary,0.5191095249756984,15,0.008751642614778067,Model13,svm-rbf-glove
0.1162472298714327,3.5297644785070286e-6,0,f_meas,binary,0.9604354822847634,15,0.0012782383166098415,Model13,svm-rbf-glove
0.1162472298714327,3.5297644785070286e-6,0,kap,binary,0.0562516380686637,15,0.02428671433374761,Model13,svm-rbf-glove
0.1162472298714327,3.5297644785070286e-6,0,npv,binary,0.24444444444444463,14,0.060120735035172804,Model13,svm-rbf-glove
0.1162472298714327,3.5297644785070286e-6,0,ppv,binary,0.9293279508012992,15,0.002650121079742882,Model13,svm-rbf-glove
0.1162472298714327,3.5297644785070286e-6,0,precision,binary,0.9293279508012992,15,0.002650121079742879,Model13,svm-rbf-glove
0.1162472298714327,3.5297644785070286e-6,0,recall,binary,0.9937835837701372,15,0.0011036728781421085,Model13,svm-rbf-glove
0.1162472298714327,3.5297644785070286e-6,0,roc_auc,binary,0.8639906798089553,15,0.008302583829873393,Model13,svm-rbf-glove
5.260460276677079,0.0022171917003697074,0,bal_accuracy,binary,0.8389787398814993,15,0.006925507260112515,Model14,svm-rbf-glove
5.260460276677079,0.0022171917003697074,0,f_meas,binary,0.9399757424987302,15,0.0016996682323379762,Model14,svm-rbf-glove
5.260460276677079,0.0022171917003697074,0,kap,binary,0.4622596535713543,15,0.014127398553585736,Model14,svm-rbf-glove
5.260460276677079,0.0022171917003697074,0,npv,binary,0.3875395947361159,15,0.014217204155902429,Model14,svm-rbf-glove
5.260460276677079,0.0022171917003697074,0,ppv,binary,0.9807961463804525,15,0.0013007181558070478,Model14,svm-rbf-glove
5.260460276677079,0.0022171917003697074,0,precision,binary,0.9807961463804525,15,0.001300718155807048,Model14,svm-rbf-glove
5.260460276677079,0.0022171917003697074,0,recall,binary,0.9025579220751255,15,0.0035775014114070745,Model14,svm-rbf-glove
5.260460276677079,0.0022171917003697074,0,roc_auc,binary,0.9194773549830718,15,0.005120537147289469,Model14,svm-rbf-glove
0.45182669445482687,4.805753795961579e-7,0,bal_accuracy,binary,0.5075756891306274,11,0.0033129407836786106,Model15,svm-rbf-glove
0.45182669445482687,4.805753795961579e-7,0,f_meas,binary,0.9593244190572716,11,0.0011705012792691874,Model15,svm-rbf-glove
0.45182669445482687,4.805753795961579e-7,0,kap,binary,0.025422053373377832,11,0.01116067090342117,Model15,svm-rbf-glove
0.45182669445482687,4.805753795961579e-7,0,npv,binary,0.22722222222222208,10,0.07420567014373942,Model15,svm-rbf-glove
0.45182669445482687,4.805753795961579e-7,0,ppv,binary,0.9260636579051803,11,0.002141809851769897,Model15,svm-rbf-glove
0.45182669445482687,4.805753795961579e-7,0,precision,binary,0.9260636579051804,11,0.002141809851769896,Model15,svm-rbf-glove
0.45182669445482687,4.805753795961579e-7,0,recall,binary,0.9951003668974399,11,0.0010234206503998459,Model15,svm-rbf-glove
0.45182669445482687,4.805753795961579e-7,0,roc_auc,binary,0.8563485430669823,11,0.00829015329138537,Model15,svm-rbf-glove
0.07113800248331817,6.2582305684318335e-9,0,bal_accuracy,binary,0.5192299707228865,15,0.008750930343976013,Model16,svm-rbf-glove
0.07113800248331817,6.2582305684318335e-9,0,f_meas,binary,0.9605563687518867,15,0.001259927006947208,Model16,svm-rbf-glove
0.07113800248331817,6.2582305684318335e-9,0,kap,binary,0.0567944094459358,15,0.02430426412277592,Model16,svm-rbf-glove
0.07113800248331817,6.2582305684318335e-9,0,npv,binary,0.25515873015873003,14,0.06269580449282061,Model16,svm-rbf-glove
0.07113800248331817,6.2582305684318335e-9,0,ppv,binary,0.9293450287149464,15,0.0026474714111697096,Model16,svm-rbf-glove
0.07113800248331817,6.2582305684318335e-9,0,precision,binary,0.9293450287149464,15,0.002647471411169707,Model16,svm-rbf-glove
0.07113800248331817,6.2582305684318335e-9,0,recall,binary,0.9940244752645131,15,0.001114135408387517,Model16,svm-rbf-glove
0.07113800248331817,6.2582305684318335e-9,0,roc_auc,binary,0.46809930825548246,15,0.09720693301944303,Model16,svm-rbf-glove
1.5766292272079296,6.386875060614152e-10,0,bal_accuracy,binary,0.5209665246208748,15,0.009624984388561625,Model17,svm-rbf-glove
1.5766292272079296,6.386875060614152e-10,0,f_meas,binary,0.9603574638596861,15,0.0012870573614108434,Model17,svm-rbf-glove
1.5766292272079296,6.386875060614152e-10,0,kap,binary,0.05981208515249393,15,0.025387322379821758,Model17,svm-rbf-glove
1.5766292272079296,6.386875060614152e-10,0,npv,binary,0.2482237339380199,14,0.06022519260580853,Model17,svm-rbf-glove
1.5766292272079296,6.386875060614152e-10,0,ppv,binary,0.9296212037720261,15,0.0026804529422453506,Model17,svm-rbf-glove
1.5766292272079296,6.386875060614152e-10,0,precision,binary,0.9296212037720261,15,0.002680452942245347,Model17,svm-rbf-glove
1.5766292272079296,6.386875060614152e-10,0,recall,binary,0.9933013655664,15,0.0015668336718115087,Model17,svm-rbf-glove
1.5766292272079296,6.386875060614152e-10,0,roc_auc,binary,0.46809930825548246,15,0.09720693301944303,Model17,svm-rbf-glove
0.012731668721385802,3.4909164818433254e-4,0,bal_accuracy,binary,0.6314846786207367,14,0.029823502738096617,Model18,svm-rbf-glove
0.012731668721385802,3.4909164818433254e-4,0,f_meas,binary,0.9524808901083233,14,0.004052878762712034,Model18,svm-rbf-glove
0.012731668721385802,3.4909164818433254e-4,0,kap,binary,0.24901194266880097,14,0.03411901151872922,Model18,svm-rbf-glove
0.012731668721385802,3.4909164818433254e-4,0,npv,binary,0.41338260613224737,14,0.031160164645345143,Model18,svm-rbf-glove
0.012731668721385802,3.4909164818433254e-4,0,ppv,binary,0.9468053650567172,14,0.005179483243481681,Model18,svm-rbf-glove
0.012731668721385802,3.4909164818433254e-4,0,precision,binary,0.9468053650567172,14,0.0051794832434816735,Model18,svm-rbf-glove
0.012731668721385802,3.4909164818433254e-4,0,recall,binary,0.9602748840373325,14,0.01215351866257973,Model18,svm-rbf-glove
0.012731668721385802,3.4909164818433254e-4,0,roc_auc,binary,0.8769856643508646,14,0.0065160407463610535,Model18,svm-rbf-glove
0.0025837923038714876,2.1191792013349002e-7,0,bal_accuracy,binary,0.5192299707228865,15,0.008750930343976013,Model19,svm-rbf-glove
0.0025837923038714876,2.1191792013349002e-7,0,f_meas,binary,0.9605563687518867,15,0.001259927006947208,Model19,svm-rbf-glove
0.0025837923038714876,2.1191792013349002e-7,0,kap,binary,0.0567944094459358,15,0.02430426412277592,Model19,svm-rbf-glove
0.0025837923038714876,2.1191792013349002e-7,0,npv,binary,0.25515873015873003,14,0.06269580449282061,Model19,svm-rbf-glove
0.0025837923038714876,2.1191792013349002e-7,0,ppv,binary,0.9293450287149464,15,0.0026474714111697096,Model19,svm-rbf-glove
0.0025837923038714876,2.1191792013349002e-7,0,precision,binary,0.9293450287149464,15,0.002647471411169707,Model19,svm-rbf-glove
0.0025837923038714876,2.1191792013349002e-7,0,recall,binary,0.9940244752645131,15,0.001114135408387517,Model19,svm-rbf-glove
0.0025837923038714876,2.1191792013349002e-7,0,roc_auc,binary,0.46809423594371713,15,0.09720972296019273,Model19,svm-rbf-glove
2.933296160693826,1.751348145439428e-8,0,bal_accuracy,binary,0.5192299707228865,15,0.008750930343976013,Model20,svm-rbf-glove
2.933296160693826,1.751348145439428e-8,0,f_meas,binary,0.9605563687518867,15,0.001259927006947208,Model20,svm-rbf-glove
2.933296160693826,1.751348145439428e-8,0,kap,binary,0.0567944094459358,15,0.02430426412277592,Model20,svm-rbf-glove
2.933296160693826,1.751348145439428e-8,0,npv,binary,0.25515873015873003,14,0.06269580449282061,Model20,svm-rbf-glove
2.933296160693826,1.751348145439428e-8,0,ppv,binary,0.9293450287149464,15,0.0026474714111697096,Model20,svm-rbf-glove
2.933296160693826,1.751348145439428e-8,0,precision,binary,0.9293450287149464,15,0.002647471411169707,Model20,svm-rbf-glove
2.933296160693826,1.751348145439428e-8,0,recall,binary,0.9940244752645131,15,0.001114135408387517,Model20,svm-rbf-glove
2.933296160693826,1.751348145439428e-8,0,roc_auc,binary,0.8637796042495408,15,0.008326735102225804,Model20,svm-rbf-glove
13.792788069661704,1.3226150146251147e-5,0,bal_accuracy,binary,0.8518103475505481,15,0.006167743098975723,Model21,svm-rbf-glove
13.792788069661704,1.3226150146251147e-5,0,f_meas,binary,0.9175566340444801,15,0.002594158456594552,Model21,svm-rbf-glove
13.792788069661704,1.3226150146251147e-5,0,kap,binary,0.40081963278951654,15,0.01312284096135383,Model21,svm-rbf-glove
13.792788069661704,1.3226150146251147e-5,0,npv,binary,0.3219163481745399,15,0.012086832439600969,Model21,svm-rbf-glove
13.792788069661704,1.3226150146251147e-5,0,ppv,binary,0.9859161074168306,15,0.0013401217839933786,Model21,svm-rbf-glove
13.792788069661704,1.3226150146251147e-5,0,precision,binary,0.9859161074168306,15,0.0013401217839933818,Model21,svm-rbf-glove
13.792788069661704,1.3226150146251147e-5,0,recall,binary,0.8583245348317613,15,0.0050720846420569295,Model21,svm-rbf-glove
13.792788069661704,1.3226150146251147e-5,0,roc_auc,binary,0.9315208568011034,15,0.002428444718615991,Model21,svm-rbf-glove
0.050417280992166344,0.05333980261134037,0,bal_accuracy,binary,0.7581993442096112,15,0.01126216672757394,Model22,svm-rbf-glove
0.050417280992166344,0.05333980261134037,0,f_meas,binary,0.9426510416281071,15,0.0014752074166034324,Model22,svm-rbf-glove
0.050417280992166344,0.05333980261134037,0,kap,binary,0.4005140098970623,15,0.014933270499907886,Model22,svm-rbf-glove
0.050417280992166344,0.05333980261134037,0,npv,binary,0.37003768363560813,15,0.013385983440592247,Model22,svm-rbf-glove
0.050417280992166344,0.05333980261134037,0,ppv,binary,0.9666373490369706,15,0.0021292756008005117,Model22,svm-rbf-glove
0.050417280992166344,0.05333980261134037,0,precision,binary,0.9666373490369705,15,0.0021292756008005017,Model22,svm-rbf-glove
0.050417280992166344,0.05333980261134037,0,recall,binary,0.919975744020641,15,0.0031475462115862387,Model22,svm-rbf-glove
0.050417280992166344,0.05333980261134037,0,roc_auc,binary,0.8891726075249382,15,0.005457197889926267,Model22,svm-rbf-glove
0.0020874245081778254,1.154908420782768e-6,0,bal_accuracy,binary,0.5192299707228865,15,0.008750930343976013,Model23,svm-rbf-glove
0.0020874245081778254,1.154908420782768e-6,0,f_meas,binary,0.9605563687518867,15,0.001259927006947208,Model23,svm-rbf-glove
0.0020874245081778254,1.154908420782768e-6,0,kap,binary,0.0567944094459358,15,0.02430426412277592,Model23,svm-rbf-glove
0.0020874245081778254,1.154908420782768e-6,0,npv,binary,0.25515873015873003,14,0.06269580449282061,Model23,svm-rbf-glove
0.0020874245081778254,1.154908420782768e-6,0,ppv,binary,0.9293450287149464,15,0.0026474714111697096,Model23,svm-rbf-glove
0.0020874245081778254,1.154908420782768e-6,0,precision,binary,0.9293450287149464,15,0.002647471411169707,Model23,svm-rbf-glove
0.0020874245081778254,1.154908420782768e-6,0,recall,binary,0.9940244752645131,15,0.001114135408387517,Model23,svm-rbf-glove
0.0020874245081778254,1.154908420782768e-6,0,roc_auc,binary,0.46807899830839117,15,0.09722173460451994,Model23,svm-rbf-glove
0.018519059423682357,0.0014311397921486877,0,bal_accuracy,binary,0.8256170753352219,15,0.005763235242653744,Model24,svm-rbf-glove
0.018519059423682357,0.0014311397921486877,0,f_meas,binary,0.8858725884157371,15,0.007632505251762385,Model24,svm-rbf-glove
0.018519059423682357,0.0014311397921486877,0,kap,binary,0.32171921004829873,15,0.01471068161624838,Model24,svm-rbf-glove
0.018519059423682357,0.0014311397921486877,0,npv,binary,0.26189881729067643,15,0.01132625316392431,Model24,svm-rbf-glove
0.018519059423682357,0.0014311397921486877,0,ppv,binary,0.9852089968958645,15,0.0011617545542057944,Model24,svm-rbf-glove
0.018519059423682357,0.0014311397921486877,0,precision,binary,0.9852089968958645,15,0.0011617545542057918,Model24,svm-rbf-glove
0.018519059423682357,0.0014311397921486877,0,recall,binary,0.8060888477484415,15,0.012507514387234395,Model24,svm-rbf-glove
0.018519059423682357,0.0014311397921486877,0,roc_auc,binary,0.9032311254000418,15,0.003639647953991868,Model24,svm-rbf-glove
26.2103797230615,1.6177292738067786e-5,0,bal_accuracy,binary,0.8502648491194488,15,0.005241494946911224,Model25,svm-rbf-glove
26.2103797230615,1.6177292738067786e-5,0,f_meas,binary,0.9165004455088219,15,0.002865821723359123,Model25,svm-rbf-glove
26.2103797230615,1.6177292738067786e-5,0,kap,binary,0.39737446828727035,15,0.012963108641030759,Model25,svm-rbf-glove
26.2103797230615,1.6177292738067786e-5,0,npv,binary,0.3193696733261541,15,0.012101904146142758,Model25,svm-rbf-glove
26.2103797230615,1.6177292738067786e-5,0,ppv,binary,0.9857370374011644,15,0.0012339836200735625,Model25,svm-rbf-glove
26.2103797230615,1.6177292738067786e-5,0,precision,binary,0.9857370374011644,15,0.0012339836200735625,Model25,svm-rbf-glove
26.2103797230615,1.6177292738067786e-5,0,recall,binary,0.8566328636054702,15,0.005437020371666231,Model25,svm-rbf-glove
26.2103797230615,1.6177292738067786e-5,0,roc_auc,binary,0.9321234765962018,15,0.0024264670151692732,Model25,svm-rbf-glove
0.0010072361582777272,0.994303934895736,12,bal_accuracy,binary,0.5,10,0,Model1,svm-rbf-glove
0.0010072361582777272,0.994303934895736,12,f_meas,binary,0.9622576114124685,10,0.0017077240174905833,Model1,svm-rbf-glove
0.0010072361582777272,0.994303934895736,12,kap,binary,0,10,0,Model1,svm-rbf-glove
0.0010072361582777272,0.994303934895736,12,npv,binary,NaN,0,NA,Model1,svm-rbf-glove
0.0010072361582777272,0.994303934895736,12,ppv,binary,0.9273077539648757,10,0.0031850590500199704,Model1,svm-rbf-glove
0.0010072361582777272,0.994303934895736,12,precision,binary,0.9273077539648757,10,0.0031850590500199704,Model1,svm-rbf-glove
0.0010072361582777272,0.994303934895736,12,recall,binary,1,10,0,Model1,svm-rbf-glove
0.0010072361582777272,0.994303934895736,12,roc_auc,binary,0.7953533215400009,10,0.008732139752241687,Model1,svm-rbf-glove
0.0010073484353997294,1.8499406726632852e-9,24,bal_accuracy,binary,0.5192299707228865,15,0.008750930343976013,Model1,svm-rbf-glove
0.0010073484353997294,1.8499406726632852e-9,24,f_meas,binary,0.9605563687518867,15,0.001259927006947208,Model1,svm-rbf-glove
0.0010073484353997294,1.8499406726632852e-9,24,kap,binary,0.0567944094459358,15,0.02430426412277592,Model1,svm-rbf-glove
0.0010073484353997294,1.8499406726632852e-9,24,npv,binary,0.25515873015873003,14,0.06269580449282061,Model1,svm-rbf-glove
0.0010073484353997294,1.8499406726632852e-9,24,ppv,binary,0.9293450287149464,15,0.0026474714111697096,Model1,svm-rbf-glove
0.0010073484353997294,1.8499406726632852e-9,24,precision,binary,0.9293450287149464,15,0.002647471411169707,Model1,svm-rbf-glove
0.0010073484353997294,1.8499406726632852e-9,24,recall,binary,0.9940244752645131,15,0.001114135408387517,Model1,svm-rbf-glove
0.0010073484353997294,1.8499406726632852e-9,24,roc_auc,binary,0.46809805247891023,15,0.09720728191912162,Model1,svm-rbf-glove
0.0010390814575004842,0.0012273126222896913,3,bal_accuracy,binary,0.7906106645912915,15,0.011647737543392139,Model1,svm-rbf-glove
0.0010390814575004842,0.0012273126222896913,3,f_meas,binary,0.8841757518685617,15,0.015674305319906205,Model1,svm-rbf-glove
0.0010390814575004842,0.0012273126222896913,3,kap,binary,0.30963604105617293,15,0.019876554281773148,Model1,svm-rbf-glove
0.0010390814575004842,0.0012273126222896913,3,npv,binary,0.26415796093822225,15,0.015342984713996371,Model1,svm-rbf-glove
