mtry,min_n,tree_depth,learn_rate,loss_reduction,sample_size,.iter,.metric,.estimator,mean,n,std_err,.config,model
116,25,6,0.011245421249495265,1.252905939642624e-7,0.9602791476882995,0,precision,binary,0.5414786238359179,50,0.013439207481006738,Model22,xgb-wv-wv
116,25,6,0.011245421249495265,1.252905939642624e-7,0.9602791476882995,0,recall,binary,0.7043936388242013,50,0.012417164688291595,Model22,xgb-wv-wv
116,25,6,0.011245421249495265,1.252905939642624e-7,0.9602791476882995,0,roc_auc,binary,0.938434511814936,50,0.0028718512042033117,Model22,xgb-wv-wv
54,10,1,0.0019224851683730321,1.158736203489801e-4,0.6905948216784745,0,bal_accuracy,binary,0.8303525869292162,50,0.005860536274502157,Model23,xgb-wv-wv
54,10,1,0.0019224851683730321,1.158736203489801e-4,0.6905948216784745,0,f_meas,binary,0.4517161285852358,50,0.009019209592026864,Model23,xgb-wv-wv
54,10,1,0.0019224851683730321,1.158736203489801e-4,0.6905948216784745,0,kap,binary,0.38886188761871465,50,0.00918751117604674,Model23,xgb-wv-wv
54,10,1,0.0019224851683730321,1.158736203489801e-4,0.6905948216784745,0,npv,binary,0.9814904233302337,50,0.0012360963355001094,Model23,xgb-wv-wv
54,10,1,0.0019224851683730321,1.158736203489801e-4,0.6905948216784745,0,ppv,binary,0.3189096604566167,50,0.008431998184254486,Model23,xgb-wv-wv
54,10,1,0.0019224851683730321,1.158736203489801e-4,0.6905948216784745,0,precision,binary,0.3189096604566167,50,0.008431998184254485,Model23,xgb-wv-wv
54,10,1,0.0019224851683730321,1.158736203489801e-4,0.6905948216784745,0,recall,binary,0.7948885275903569,50,0.011918100042417801,Model23,xgb-wv-wv
54,10,1,0.0019224851683730321,1.158736203489801e-4,0.6905948216784745,0,roc_auc,binary,0.9232389782523942,50,0.002890136254266198,Model23,xgb-wv-wv
1,34,12,8.592142764797568e-9,6.483705820454952e-7,0.2263833628119901,0,bal_accuracy,binary,0.8330440268764614,50,0.0054308114999000665,Model24,xgb-wv-wv
1,34,12,8.592142764797568e-9,6.483705820454952e-7,0.2263833628119901,0,f_meas,binary,0.4297761351518848,50,0.009047232130417613,Model24,xgb-wv-wv
1,34,12,8.592142764797568e-9,6.483705820454952e-7,0.2263833628119901,0,kap,binary,0.36171053082803933,50,0.00929637469249308,Model24,xgb-wv-wv
1,34,12,8.592142764797568e-9,6.483705820454952e-7,0.2263833628119901,0,npv,binary,0.9835524525025798,50,0.0010714421833132094,Model24,xgb-wv-wv
1,34,12,8.592142764797568e-9,6.483705820454952e-7,0.2263833628119901,0,ppv,binary,0.2935860187917369,50,0.007978129199103196,Model24,xgb-wv-wv
1,34,12,8.592142764797568e-9,6.483705820454952e-7,0.2263833628119901,0,precision,binary,0.2935860187917369,50,0.007978129199103194,Model24,xgb-wv-wv
1,34,12,8.592142764797568e-9,6.483705820454952e-7,0.2263833628119901,0,recall,binary,0.8240602735012265,50,0.010277764062898834,Model24,xgb-wv-wv
1,34,12,8.592142764797568e-9,6.483705820454952e-7,0.2263833628119901,0,roc_auc,binary,0.9105746615262197,50,0.003557119723767034,Model24,xgb-wv-wv
82,35,13,7.501438450705684e-7,0.003388545792345562,0.9917250691745431,0,bal_accuracy,binary,0.8399851858588344,50,0.005669224171551987,Model25,xgb-wv-wv
82,35,13,7.501438450705684e-7,0.003388545792345562,0.9917250691745431,0,f_meas,binary,0.568141200944761,50,0.010312091559516312,Model25,xgb-wv-wv
82,35,13,7.501438450705684e-7,0.003388545792345562,0.9917250691745431,0,kap,binary,0.5259741590886389,50,0.010966799252072662,Model25,xgb-wv-wv
82,35,13,7.501438450705684e-7,0.003388545792345562,0.9917250691745431,0,npv,binary,0.9788763229421392,50,0.0011408648378906814,Model25,xgb-wv-wv
82,35,13,7.501438450705684e-7,0.003388545792345562,0.9917250691745431,0,ppv,binary,0.4646242025872648,50,0.012507407839791705,Model25,xgb-wv-wv
82,35,13,7.501438450705684e-7,0.003388545792345562,0.9917250691745431,0,precision,binary,0.4646242025872648,50,0.012507407839791712,Model25,xgb-wv-wv
82,35,13,7.501438450705684e-7,0.003388545792345562,0.9917250691745431,0,recall,binary,0.7486112510714051,50,0.011143405006563934,Model25,xgb-wv-wv
82,35,13,7.501438450705684e-7,0.003388545792345562,0.9917250691745431,0,roc_auc,binary,0.9384406411877657,50,0.0026197273522629255,Model25,xgb-wv-wv
2,2,10,4.803485958941095e-4,1.5938905387918376e-6,0.9155906523689628,7,bal_accuracy,binary,0.6897197345874595,50,0.0073719623705333975,Model1,xgb-wv-wv
2,2,10,4.803485958941095e-4,1.5938905387918376e-6,0.9155906523689628,7,f_meas,binary,0.28115734878654614,50,0.008894392541711685,Model1,xgb-wv-wv
2,2,10,4.803485958941095e-4,1.5938905387918376e-6,0.9155906523689628,7,kap,binary,0.19271241665471414,50,0.008908719104863726,Model1,xgb-wv-wv
2,2,10,4.803485958941095e-4,1.5938905387918376e-6,0.9155906523689628,7,npv,binary,0.9603326756746347,50,0.0015857910349094128,Model1,xgb-wv-wv
2,2,10,4.803485958941095e-4,1.5938905387918376e-6,0.9155906523689628,7,ppv,binary,0.18713077484687712,50,0.006708815912361408,Model1,xgb-wv-wv
2,2,10,4.803485958941095e-4,1.5938905387918376e-6,0.9155906523689628,7,precision,binary,0.18713077484687712,50,0.006708815912361408,Model1,xgb-wv-wv
2,2,10,4.803485958941095e-4,1.5938905387918376e-6,0.9155906523689628,7,recall,binary,0.5796386316165153,50,0.013811650063980066,Model1,xgb-wv-wv
2,2,10,4.803485958941095e-4,1.5938905387918376e-6,0.9155906523689628,7,roc_auc,binary,0.780820541169691,50,0.0065885916635157835,Model1,xgb-wv-wv
2,4,14,2.0311010064488463e-10,1.71910601270041e-10,0.23022918938639575,38,bal_accuracy,binary,0.5,50,0,Model1,xgb-wv-wv
2,4,14,2.0311010064488463e-10,1.71910601270041e-10,0.23022918938639575,38,f_meas,binary,NaN,0,NA,Model1,xgb-wv-wv
2,4,14,2.0311010064488463e-10,1.71910601270041e-10,0.23022918938639575,38,kap,binary,0,50,0,Model1,xgb-wv-wv
2,4,14,2.0311010064488463e-10,1.71910601270041e-10,0.23022918938639575,38,npv,binary,0.9268095238095239,50,0.0018773216269748758,Model1,xgb-wv-wv
2,4,14,2.0311010064488463e-10,1.71910601270041e-10,0.23022918938639575,38,ppv,binary,NaN,0,NA,Model1,xgb-wv-wv
2,4,14,2.0311010064488463e-10,1.71910601270041e-10,0.23022918938639575,38,precision,binary,NaN,0,NA,Model1,xgb-wv-wv
2,4,14,2.0311010064488463e-10,1.71910601270041e-10,0.23022918938639575,38,recall,binary,0,50,0,Model1,xgb-wv-wv
2,4,14,2.0311010064488463e-10,1.71910601270041e-10,0.23022918938639575,38,roc_auc,binary,0.5008983284445623,50,2.266723754285156e-4,Model1,xgb-wv-wv
2,9,13,1.0437339943679115e-10,2.7006975741819046,0.2735427228196105,20,bal_accuracy,binary,0.5,50,0,Model1,xgb-wv-wv
2,9,13,1.0437339943679115e-10,2.7006975741819046,0.2735427228196105,20,f_meas,binary,NaN,0,NA,Model1,xgb-wv-wv
2,9,13,1.0437339943679115e-10,2.7006975741819046,0.2735427228196105,20,kap,binary,0,50,0,Model1,xgb-wv-wv
2,9,13,1.0437339943679115e-10,2.7006975741819046,0.2735427228196105,20,npv,binary,0.9268095238095239,50,0.0018773216269748758,Model1,xgb-wv-wv
2,9,13,1.0437339943679115e-10,2.7006975741819046,0.2735427228196105,20,ppv,binary,NaN,0,NA,Model1,xgb-wv-wv
2,9,13,1.0437339943679115e-10,2.7006975741819046,0.2735427228196105,20,precision,binary,NaN,0,NA,Model1,xgb-wv-wv
2,9,13,1.0437339943679115e-10,2.7006975741819046,0.2735427228196105,20,recall,binary,0,50,0,Model1,xgb-wv-wv
2,9,13,1.0437339943679115e-10,2.7006975741819046,0.2735427228196105,20,roc_auc,binary,0.5,50,0,Model1,xgb-wv-wv
2,35,1,4.7301963767257054e-4,9.601613905525722e-7,0.9607244159100856,14,bal_accuracy,binary,0.7907659435154294,50,0.006158191617241937,Model1,xgb-wv-wv
2,35,1,4.7301963767257054e-4,9.601613905525722e-7,0.9607244159100856,14,f_meas,binary,0.3482400146712881,50,0.007388538512909446,Model1,xgb-wv-wv
2,35,1,4.7301963767257054e-4,9.601613905525722e-7,0.9607244159100856,14,kap,binary,0.2648854158797434,50,0.00724549708633057,Model1,xgb-wv-wv
2,35,1,4.7301963767257054e-4,9.601613905525722e-7,0.9607244159100856,14,npv,binary,0.980473817276886,50,0.001321462685664893,Model1,xgb-wv-wv
2,35,1,4.7301963767257054e-4,9.601613905525722e-7,0.9607244159100856,14,ppv,binary,0.2239746944940539,50,0.005678282377271161,Model1,xgb-wv-wv
2,35,1,4.7301963767257054e-4,9.601613905525722e-7,0.9607244159100856,14,precision,binary,0.2239746944940539,50,0.005678282377271161,Model1,xgb-wv-wv
2,35,1,4.7301963767257054e-4,9.601613905525722e-7,0.9607244159100856,14,recall,binary,0.8019747368398538,50,0.012863283638876667,Model1,xgb-wv-wv
2,35,1,4.7301963767257054e-4,9.601613905525722e-7,0.9607244159100856,14,roc_auc,binary,0.8632557981819993,50,0.005226140604836354,Model1,xgb-wv-wv
2,39,15,7.047317050673978e-5,2.8219661777394153e-10,0.6103796075746837,41,bal_accuracy,binary,0.6901407175424411,50,0.008870339365900592,Model1,xgb-wv-wv
2,39,15,7.047317050673978e-5,2.8219661777394153e-10,0.6103796075746837,41,f_meas,binary,0.27287256835501167,50,0.008839934330457107,Model1,xgb-wv-wv
2,39,15,7.047317050673978e-5,2.8219661777394153e-10,0.6103796075746837,41,kap,binary,0.1816107938897057,50,0.0090226727615223,Model1,xgb-wv-wv
2,39,15,7.047317050673978e-5,2.8219661777394153e-10,0.6103796075746837,41,npv,binary,0.9609144614666765,50,0.001965900919099089,Model1,xgb-wv-wv
2,39,15,7.047317050673978e-5,2.8219661777394153e-10,0.6103796075746837,41,ppv,binary,0.17835554312726196,50,0.0063657898611269225,Model1,xgb-wv-wv
2,39,15,7.047317050673978e-5,2.8219661777394153e-10,0.6103796075746837,41,precision,binary,0.17835554312726196,50,0.006365789861126922,Model1,xgb-wv-wv
2,39,15,7.047317050673978e-5,2.8219661777394153e-10,0.6103796075746837,41,recall,binary,0.5976161587669796,50,0.017116653701829403,Model1,xgb-wv-wv
2,39,15,7.047317050673978e-5,2.8219661777394153e-10,0.6103796075746837,41,roc_auc,binary,0.7750450636637152,50,0.007070473697081942,Model1,xgb-wv-wv
3,34,13,0.04698703543487987,2.8689958537540395e-10,0.5716354073941149,26,bal_accuracy,binary,0.8116774618229892,50,0.00724881598226369,Model1,xgb-wv-wv
3,34,13,0.04698703543487987,2.8689958537540395e-10,0.5716354073941149,26,f_meas,binary,0.5346869045759388,50,0.011878243103559312,Model1,xgb-wv-wv
3,34,13,0.04698703543487987,2.8689958537540395e-10,0.5716354073941149,26,kap,binary,0.48970146420621935,50,0.012730034650309854,Model1,xgb-wv-wv
3,34,13,0.04698703543487987,2.8689958537540395e-10,0.5716354073941149,26,npv,binary,0.9745305785290709,50,0.0013384023321416447,Model1,xgb-wv-wv
3,34,13,0.04698703543487987,2.8689958537540395e-10,0.5716354073941149,26,ppv,binary,0.4439852859721646,50,0.013861211357396892,Model1,xgb-wv-wv
3,34,13,0.04698703543487987,2.8689958537540395e-10,0.5716354073941149,26,precision,binary,0.4439852859721646,50,0.013861211357396885,Model1,xgb-wv-wv
3,34,13,0.04698703543487987,2.8689958537540395e-10,0.5716354073941149,26,recall,binary,0.6935326162136284,50,0.014571642230333439,Model1,xgb-wv-wv
3,34,13,0.04698703543487987,2.8689958537540395e-10,0.5716354073941149,26,roc_auc,binary,0.9237827225844286,50,0.00374908291704921,Model1,xgb-wv-wv
4,3,15,3.009479916991343e-6,0.002725927926197935,0.9673819689634489,4,bal_accuracy,binary,0.7424631736839092,50,0.008189548259541851,Model1,xgb-wv-wv
4,3,15,3.009479916991343e-6,0.002725927926197935,0.9673819689634489,4,f_meas,binary,0.38062218916263046,50,0.011692491986198674,Model1,xgb-wv-wv
4,3,15,3.009479916991343e-6,0.002725927926197935,0.9673819689634489,4,kap,binary,0.3125408639611628,50,0.01244297879086923,Model1,xgb-wv-wv
4,3,15,3.009479916991343e-6,0.002725927926197935,0.9673819689634489,4,npv,binary,0.9659177731951375,50,0.0016422052453564213,Model1,xgb-wv-wv
4,3,15,3.009479916991343e-6,0.002725927926197935,0.9673819689634489,4,ppv,binary,0.2806049746380593,50,0.010232088057980841,Model1,xgb-wv-wv
4,3,15,3.009479916991343e-6,0.002725927926197935,0.9673819689634489,4,precision,binary,0.2806049746380593,50,0.010232088057980841,Model1,xgb-wv-wv
4,3,15,3.009479916991343e-6,0.002725927926197935,0.9673819689634489,4,recall,binary,0.6101959837121468,50,0.015332489151083742,Model1,xgb-wv-wv
4,3,15,3.009479916991343e-6,0.002725927926197935,0.9673819689634489,4,roc_auc,binary,0.853838169198725,50,0.005449347098667887,Model1,xgb-wv-wv
4,5,2,4.339003222082537e-7,1.8557597280483187e-10,0.45471985076555055,40,bal_accuracy,binary,0.8029016365246987,50,0.0056515132983954745,Model1,xgb-wv-wv
4,5,2,4.339003222082537e-7,1.8557597280483187e-10,0.45471985076555055,40,f_meas,binary,0.3548492737480328,50,0.007854494610491095,Model1,xgb-wv-wv
4,5,2,4.339003222082537e-7,1.8557597280483187e-10,0.45471985076555055,40,kap,binary,0.2722136789274173,50,0.007442246684507405,Model1,xgb-wv-wv
4,5,2,4.339003222082537e-7,1.8557597280483187e-10,0.45471985076555055,40,npv,binary,0.9832143008744496,50,0.001183188418339091,Model1,xgb-wv-wv
4,5,2,4.339003222082537e-7,1.8557597280483187e-10,0.45471985076555055,40,ppv,binary,0.22738025615362076,50,0.006026112032151488,Model1,xgb-wv-wv
4,5,2,4.339003222082537e-7,1.8557597280483187e-10,0.45471985076555055,40,precision,binary,0.22738025615362073,50,0.006026112032151488,Model1,xgb-wv-wv
4,5,2,4.339003222082537e-7,1.8557597280483187e-10,0.45471985076555055,40,recall,binary,0.8292317116055903,50,0.012137894927104138,Model1,xgb-wv-wv
4,5,2,4.339003222082537e-7,1.8557597280483187e-10,0.45471985076555055,40,roc_auc,binary,0.8821572800344362,50,0.0047426105923368085,Model1,xgb-wv-wv
4,5,2,0.08851115872528484,0.008162256737722402,0.307626500439588,21,bal_accuracy,binary,0.8092151868206067,50,0.006832501137435862,Model1,xgb-wv-wv
4,5,2,0.08851115872528484,0.008162256737722402,0.307626500439588,21,f_meas,binary,0.5781021025929353,50,0.01086081896272196,Model1,xgb-wv-wv
4,5,2,0.08851115872528484,0.008162256737722402,0.307626500439588,21,kap,binary,0.5410053293716922,50,0.011441917854567777,Model1,xgb-wv-wv
4,5,2,0.08851115872528484,0.008162256737722402,0.307626500439588,21,npv,binary,0.9730118212783575,50,0.001351518988262608,Model1,xgb-wv-wv
4,5,2,0.08851115872528484,0.008162256737722402,0.307626500439588,21,ppv,binary,0.5190064155117604,50,0.013366105941786902,Model1,xgb-wv-wv
4,5,2,0.08851115872528484,0.008162256737722402,0.307626500439588,21,precision,binary,0.5190064155117604,50,0.013366105941786902,Model1,xgb-wv-wv
4,5,2,0.08851115872528484,0.008162256737722402,0.307626500439588,21,recall,binary,0.6674258739131129,50,0.013907035502625464,Model1,xgb-wv-wv
4,5,2,0.08851115872528484,0.008162256737722402,0.307626500439588,21,roc_auc,binary,0.9325296224642112,50,0.00318410337790977,Model1,xgb-wv-wv
5,39,7,3.0706043477820296e-6,2.128190233114536e-10,0.7281345628265198,28,bal_accuracy,binary,0.786157332141455,50,0.0062754771794298544,Model1,xgb-wv-wv
5,39,7,3.0706043477820296e-6,2.128190233114536e-10,0.7281345628265198,28,f_meas,binary,0.35625857372309716,50,0.008681754189067048,Model1,xgb-wv-wv
5,39,7,3.0706043477820296e-6,2.128190233114536e-10,0.7281345628265198,28,kap,binary,0.2759117538712411,50,0.00841839826743927,Model1,xgb-wv-wv
5,39,7,3.0706043477820296e-6,2.128190233114536e-10,0.7281345628265198,28,npv,binary,0.9782437270920077,50,0.0012404006701894714,Model1,xgb-wv-wv
5,39,7,3.0706043477820296e-6,2.128190233114536e-10,0.7281345628265198,28,ppv,binary,0.2333651146522245,50,0.00681863824793358,Model1,xgb-wv-wv
5,39,7,3.0706043477820296e-6,2.128190233114536e-10,0.7281345628265198,28,precision,binary,0.2333651146522245,50,0.00681863824793358,Model1,xgb-wv-wv
5,39,7,3.0706043477820296e-6,2.128190233114536e-10,0.7281345628265198,28,recall,binary,0.7738242542560759,50,0.012459286148206527,Model1,xgb-wv-wv
5,39,7,3.0706043477820296e-6,2.128190233114536e-10,0.7281345628265198,28,roc_auc,binary,0.8671573764579427,50,0.005499121759807065,Model1,xgb-wv-wv
11,5,1,1.434556403000855e-9,1.6482364207561558e-9,0.10939473866538611,10,bal_accuracy,binary,0.7908242621879156,50,0.0060944295274870264,Model1,xgb-wv-wv
11,5,1,1.434556403000855e-9,1.6482364207561558e-9,0.10939473866538611,10,f_meas,binary,0.44984011516986516,50,0.010065055981182633,Model1,xgb-wv-wv
11,5,1,1.434556403000855e-9,1.6482364207561558e-9,0.10939473866538611,10,kap,binary,0.3908386444373026,50,0.010344459157946066,Model1,xgb-wv-wv
11,5,1,1.434556403000855e-9,1.6482364207561558e-9,0.10939473866538611,10,npv,binary,0.9733881942388148,50,0.0011370495149364945,Model1,xgb-wv-wv
11,5,1,1.434556403000855e-9,1.6482364207561558e-9,0.10939473866538611,10,ppv,binary,0.33744773801975775,50,0.009589749885540335,Model1,xgb-wv-wv
11,5,1,1.434556403000855e-9,1.6482364207561558e-9,0.10939473866538611,10,precision,binary,0.33744773801975775,50,0.009589749885540335,Model1,xgb-wv-wv
11,5,1,1.434556403000855e-9,1.6482364207561558e-9,0.10939473866538611,10,recall,binary,0.6889485414884707,50,0.012099741185009253,Model1,xgb-wv-wv
11,5,1,1.434556403000855e-9,1.6482364207561558e-9,0.10939473866538611,10,roc_auc,binary,0.899863054488327,50,0.0030868189613973904,Model1,xgb-wv-wv
13,2,15,0.010170820288680304,0.4708756707842519,0.10982644448433072,12,bal_accuracy,binary,0.8197499862325092,50,0.006673873381899761,Model1,xgb-wv-wv
13,2,15,0.010170820288680304,0.4708756707842519,0.10982644448433072,12,f_meas,binary,0.552474576523288,50,0.011859708924215919,Model1,xgb-wv-wv
13,2,15,0.010170820288680304,0.4708756707842519,0.10982644448433072,12,kap,binary,0.5097657610521985,50,0.012671311649451325,Model1,xgb-wv-wv
13,2,15,0.010170820288680304,0.4708756707842519,0.10982644448433072,12,npv,binary,0.9755827387918566,50,0.0012624312320775701,Model1,xgb-wv-wv
13,2,15,0.010170820288680304,0.4708756707842519,0.10982644448433072,12,ppv,binary,0.4628221202370138,50,0.01404032946109007,Model1,xgb-wv-wv
13,2,15,0.010170820288680304,0.4708756707842519,0.10982644448433072,12,precision,binary,0.4628221202370138,50,0.014040329461090071,Model1,xgb-wv-wv
13,2,15,0.010170820288680304,0.4708756707842519,0.10982644448433072,12,recall,binary,0.7054117779389415,50,0.013223034060883574,Model1,xgb-wv-wv
13,2,15,0.010170820288680304,0.4708756707842519,0.10982644448433072,12,roc_auc,binary,0.9308988452922262,50,0.0033899022695920308,Model1,xgb-wv-wv
13,37,1,0.04224831806502568,27.77611767911513,0.6264211543895164,37,bal_accuracy,binary,0.826191149463681,50,0.006262914519428411,Model1,xgb-wv-wv
13,37,1,0.04224831806502568,27.77611767911513,0.6264211543895164,37,f_meas,binary,0.5262456189803263,50,0.010321920563004747,Model1,xgb-wv-wv
13,37,1,0.04224831806502568,27.77611767911513,0.6264211543895164,37,kap,binary,0.4783968202940246,50,0.010844591511449973,Model1,xgb-wv-wv
13,37,1,0.04224831806502568,27.77611767911513,0.6264211543895164,37,npv,binary,0.9774203535516981,50,0.0012678524774203917,Model1,xgb-wv-wv
13,37,1,0.04224831806502568,27.77611767911513,0.6264211543895164,37,ppv,binary,0.41639224309820416,50,0.011452037275454243,Model1,xgb-wv-wv
13,37,1,0.04224831806502568,27.77611767911513,0.6264211543895164,37,precision,binary,0.41639224309820416,50,0.011452037275454243,Model1,xgb-wv-wv
13,37,1,0.04224831806502568,27.77611767911513,0.6264211543895164,37,recall,binary,0.733856438843572,50,0.01261799168088856,Model1,xgb-wv-wv
13,37,1,0.04224831806502568,27.77611767911513,0.6264211543895164,37,roc_auc,binary,0.9357162096895819,50,0.0025702229449793973,Model1,xgb-wv-wv
22,2,2,1.6109840897877952e-5,7.852774632302832e-9,0.8598877263182635,32,bal_accuracy,binary,0.8358076387441435,50,0.004806671906844144,Model1,xgb-wv-wv
22,2,2,1.6109840897877952e-5,7.852774632302832e-9,0.8598877263182635,32,f_meas,binary,0.4232003161415534,50,0.009576154421116659,Model1,xgb-wv-wv
22,2,2,1.6109840897877952e-5,7.852774632302832e-9,0.8598877263182635,32,kap,binary,0.3538217919137408,50,0.009502458108288796,Model1,xgb-wv-wv
22,2,2,1.6109840897877952e-5,7.852774632302832e-9,0.8598877263182635,32,npv,binary,0.9850324293616484,50,8.939864405122237e-4,Model1,xgb-wv-wv
22,2,2,1.6109840897877952e-5,7.852774632302832e-9,0.8598877263182635,32,ppv,binary,0.2859774613836101,50,0.00834750106929737,Model1,xgb-wv-wv
22,2,2,1.6109840897877952e-5,7.852774632302832e-9,0.8598877263182635,32,precision,binary,0.2859774613836101,50,0.00834750106929737,Model1,xgb-wv-wv
22,2,2,1.6109840897877952e-5,7.852774632302832e-9,0.8598877263182635,32,recall,binary,0.8381249031014721,50,0.009606521253963303,Model1,xgb-wv-wv
22,2,2,1.6109840897877952e-5,7.852774632302832e-9,0.8598877263182635,32,roc_auc,binary,0.9174941445595108,50,0.003429476502062231,Model1,xgb-wv-wv
23,40,14,6.978248733809394e-8,0.2803163301804181,0.9959186845172383,15,bal_accuracy,binary,0.8282355468787403,50,0.005760253594315509,Model1,xgb-wv-wv
23,40,14,6.978248733809394e-8,0.2803163301804181,0.9959186845172383,15,f_meas,binary,0.44457714558149486,50,0.009255318022675289,Model1,xgb-wv-wv
23,40,14,6.978248733809394e-8,0.2803163301804181,0.9959186845172383,15,kap,binary,0.38047256317060496,50,0.00924511403644328,Model1,xgb-wv-wv
23,40,14,6.978248733809394e-8,0.2803163301804181,0.9959186845172383,15,npv,binary,0.981729708785816,50,0.0011086229702257974,Model1,xgb-wv-wv
23,40,14,6.978248733809394e-8,0.2803163301804181,0.9959186845172383,15,ppv,binary,0.3116671086547412,50,0.008306949414397857,Model1,xgb-wv-wv
23,40,14,6.978248733809394e-8,0.2803163301804181,0.9959186845172383,15,precision,binary,0.3116671086547412,50,0.008306949414397856,Model1,xgb-wv-wv
23,40,14,6.978248733809394e-8,0.2803163301804181,0.9959186845172383,15,recall,binary,0.7957494204042551,50,0.011960075444636075,Model1,xgb-wv-wv
23,40,14,6.978248733809394e-8,0.2803163301804181,0.9959186845172383,15,roc_auc,binary,0.9178736104293437,50,0.0035949549275279065,Model1,xgb-wv-wv
40,4,15,8.339560842079711e-9,2.628358180228878e-7,0.532437082632468,48,bal_accuracy,binary,0.8366954102892219,50,0.005988625926064789,Model1,xgb-wv-wv
40,4,15,8.339560842079711e-9,2.628358180228878e-7,0.532437082632468,48,f_meas,binary,0.5624007417129726,50,0.01039167188581708,Model1,xgb-wv-wv
40,4,15,8.339560842079711e-9,2.628358180228878e-7,0.532437082632468,48,kap,binary,0.5196590255809892,50,0.010935500809510725,Model1,xgb-wv-wv
40,4,15,8.339560842079711e-9,2.628358180228878e-7,0.532437082632468,48,npv,binary,0.9784950841201816,50,0.0011527283091701747,Model1,xgb-wv-wv
40,4,15,8.339560842079711e-9,2.628358180228878e-7,0.532437082632468,48,ppv,binary,0.45859560167719843,50,0.011734836654823142,Model1,xgb-wv-wv
40,4,15,8.339560842079711e-9,2.628358180228878e-7,0.532437082632468,48,precision,binary,0.45859560167719843,50,0.011734836654823142,Model1,xgb-wv-wv
40,4,15,8.339560842079711e-9,2.628358180228878e-7,0.532437082632468,48,recall,binary,0.7428983329181488,50,0.011881112234832467,Model1,xgb-wv-wv
40,4,15,8.339560842079711e-9,2.628358180228878e-7,0.532437082632468,48,roc_auc,binary,0.9358844791821898,50,0.0030274724539946295,Model1,xgb-wv-wv
41,39,15,5.355851054228617e-6,6.170612023557032e-4,0.4410503874447197,47,bal_accuracy,binary,0.8504584870357464,50,0.004799031388742984,Model1,xgb-wv-wv
41,39,15,5.355851054228617e-6,6.170612023557032e-4,0.4410503874447197,47,f_meas,binary,0.4875381904415093,50,0.009789278413042977,Model1,xgb-wv-wv
41,39,15,5.355851054228617e-6,6.170612023557032e-4,0.4410503874447197,47,kap,binary,0.4299467526498206,50,0.010111517932111694,Model1,xgb-wv-wv
41,39,15,5.355851054228617e-6,6.170612023557032e-4,0.4410503874447197,47,npv,binary,0.9841686050162977,50,9.305263591459357e-4,Model1,xgb-wv-wv
41,39,15,5.355851054228617e-6,6.170612023557032e-4,0.4410503874447197,47,ppv,binary,0.35054175042226854,50,0.009622308913697227,Model1,xgb-wv-wv
41,39,15,5.355851054228617e-6,6.170612023557032e-4,0.4410503874447197,47,precision,binary,0.35054175042226854,50,0.009622308913697227,Model1,xgb-wv-wv
41,39,15,5.355851054228617e-6,6.170612023557032e-4,0.4410503874447197,47,recall,binary,0.8222344703395877,50,0.009364044900917948,Model1,xgb-wv-wv
41,39,15,5.355851054228617e-6,6.170612023557032e-4,0.4410503874447197,47,roc_auc,binary,0.9312671552725615,50,0.0029388778968522846,Model1,xgb-wv-wv
49,8,15,0.02723532129916672,8.50787388129661e-8,0.17773428224856036,19,bal_accuracy,binary,0.8280893041320919,50,0.006412276113526749,Model1,xgb-wv-wv
49,8,15,0.02723532129916672,8.50787388129661e-8,0.17773428224856036,19,f_meas,binary,0.5914043834280434,50,0.009814034959093743,Model1,xgb-wv-wv
49,8,15,0.02723532129916672,8.50787388129661e-8,0.17773428224856036,19,kap,binary,0.5541608228775972,50,0.010495819309304622,Model1,xgb-wv-wv
49,8,15,0.02723532129916672,8.50787388129661e-8,0.17773428224856036,19,npv,binary,0.9759054449268455,50,0.0013596645937702496,Model1,xgb-wv-wv
49,8,15,0.02723532129916672,8.50787388129661e-8,0.17773428224856036,19,ppv,binary,0.5163273763184739,50,0.01258933680445744,Model1,xgb-wv-wv
49,8,15,0.02723532129916672,8.50787388129661e-8,0.17773428224856036,19,precision,binary,0.5163273763184739,50,0.012589336804457438,Model1,xgb-wv-wv
49,8,15,0.02723532129916672,8.50787388129661e-8,0.17773428224856036,19,recall,binary,0.7090492471729091,50,0.01304389600032869,Model1,xgb-wv-wv
49,8,15,0.02723532129916672,8.50787388129661e-8,0.17773428224856036,19,roc_auc,binary,0.940988776946041,50,0.0028922338978575263,Model1,xgb-wv-wv
50,38,15,4.306765363694134e-10,9.7829848322096e-7,0.12292626823938918,3,bal_accuracy,binary,0.7589332821138033,50,0.007063002245397832,Model1,xgb-wv-wv
50,38,15,4.306765363694134e-10,9.7829848322096e-7,0.12292626823938918,3,f_meas,binary,0.5039017782749409,50,0.011532624844051676,Model1,xgb-wv-wv
50,38,15,4.306765363694134e-10,9.7829848322096e-7,0.12292626823938918,3,kap,binary,0.46105596494015316,50,0.012355814345098831,Model1,xgb-wv-wv
50,38,15,4.306765363694134e-10,9.7829848322096e-7,0.12292626823938918,3,npv,binary,0.9652192647405469,50,0.001618918025195944,Model1,xgb-wv-wv
50,38,15,4.306765363694134e-10,9.7829848322096e-7,0.12292626823938918,3,ppv,binary,0.46602451278041085,50,0.015476453770380608,Model1,xgb-wv-wv
