mtry,min_n,.iter,.metric,.estimator,mean,n,std_err,.config,model
20,39,14,f_meas,binary,0.6213869152886323,50,0.009655645979152768,Model1,rf-wv
20,39,14,kap,binary,0.5912879013828141,50,0.010195009506791473,Model1,rf-wv
20,39,14,npv,binary,0.9714133663502451,50,0.0013666391065732697,Model1,rf-wv
20,39,14,ppv,binary,0.6133529106192687,50,0.013714737491067481,Model1,rf-wv
20,39,14,precision,binary,0.6133529106192687,50,0.013714737491067486,Model1,rf-wv
20,39,14,recall,binary,0.6425181831894472,50,0.012996003483462248,Model1,rf-wv
20,39,14,roc_auc,binary,0.9413924169788818,50,0.002760113399075784,Model1,rf-wv
24,38,20,bal_accuracy,binary,0.8034719593471236,50,0.0062107569540022405,Model1,rf-wv
24,38,20,f_meas,binary,0.6131630740853965,50,0.009862852976101717,Model1,rf-wv
24,38,20,kap,binary,0.5820087184976018,50,0.010429219790479284,Model1,rf-wv
24,38,20,npv,binary,0.9712837403761028,50,0.0013320193038282777,Model1,rf-wv
24,38,20,ppv,binary,0.5993512707824024,50,0.014225648314296792,Model1,rf-wv
24,38,20,precision,binary,0.5993512707824024,50,0.0142256483142968,Model1,rf-wv
24,38,20,recall,binary,0.6411590922803564,50,0.01272653542623591,Model1,rf-wv
24,38,20,roc_auc,binary,0.9404412910159876,50,0.002779228247368173,Model1,rf-wv
34,2,17,bal_accuracy,binary,0.7991784732712666,50,0.006476424196039188,Model1,rf-wv
34,2,17,f_meas,binary,0.606949146985423,50,0.010368361411045017,Model1,rf-wv
34,2,17,kap,binary,0.5755164717696504,50,0.010930601516010014,Model1,rf-wv
34,2,17,npv,binary,0.9706655283290714,50,0.0014052182778415405,Model1,rf-wv
34,2,17,ppv,binary,0.5954274945813208,50,0.01407117606731256,Model1,rf-wv
34,2,17,precision,binary,0.5954274945813209,50,0.014071176067312573,Model1,rf-wv
34,2,17,recall,binary,0.6325663401485575,50,0.013240850725512421,Model1,rf-wv
34,2,17,roc_auc,binary,0.9388462666395939,50,0.0027751198696827754,Model1,rf-wv
39,2,13,bal_accuracy,binary,0.802103217196479,50,0.00668415532705221,Model1,rf-wv
39,2,13,f_meas,binary,0.6062610948433429,50,0.01007054714028539,Model1,rf-wv
39,2,13,kap,binary,0.5744291211942056,50,0.010658833797761075,Model1,rf-wv
39,2,13,npv,binary,0.9710582632289927,50,0.0014656324187375595,Model1,rf-wv
39,2,13,ppv,binary,0.5899551284904865,50,0.01405251638075316,Model1,rf-wv
39,2,13,precision,binary,0.5899551284904866,50,0.014052516380753164,Model1,rf-wv
39,2,13,recall,binary,0.6397710994978403,50,0.013789129964556944,Model1,rf-wv
39,2,13,roc_auc,binary,0.9385591441692618,50,0.00279777287745403,Model1,rf-wv
41,39,7,bal_accuracy,binary,0.8011787908295932,50,0.006655824933515537,Model1,rf-wv
41,39,7,f_meas,binary,0.5965446638354438,50,0.01074901654615824,Model1,rf-wv
41,39,7,kap,binary,0.5632596030544523,50,0.011398340997872155,Model1,rf-wv
41,39,7,npv,binary,0.9711643649116863,50,0.0013854783131544294,Model1,rf-wv
41,39,7,ppv,binary,0.5696071449599446,50,0.014422522435200386,Model1,rf-wv
41,39,7,precision,binary,0.5696071449599446,50,0.01442252243520039,Model1,rf-wv
41,39,7,recall,binary,0.6410092724360131,50,0.013502281008682138,Model1,rf-wv
41,39,7,roc_auc,binary,0.9382708739064348,50,0.00264293202037577,Model1,rf-wv
54,38,11,bal_accuracy,binary,0.7997334457801687,50,0.006580458153949984,Model1,rf-wv
54,38,11,f_meas,binary,0.5873666475368043,50,0.01011080960045147,Model1,rf-wv
54,38,11,kap,binary,0.5529288209373137,50,0.010679184115760515,Model1,rf-wv
54,38,11,npv,binary,0.9710386925820349,50,0.001412502576698209,Model1,rf-wv
54,38,11,ppv,binary,0.5546373490082895,50,0.013755031874125762,Model1,rf-wv
54,38,11,precision,binary,0.5546373490082895,50,0.01375503187412576,Model1,rf-wv
54,38,11,recall,binary,0.640486199899002,50,0.013550500930509933,Model1,rf-wv
54,38,11,roc_auc,binary,0.9360322550229325,50,0.002670667818782542,Model1,rf-wv
62,3,16,bal_accuracy,binary,0.7934198007931472,50,0.006506691780964981,Model1,rf-wv
62,3,16,f_meas,binary,0.5854318957147662,50,0.010298471369325627,Model1,rf-wv
